step,turnover,tc_penalty,net_return,gross_return,tc_drag
0,1.1680277682225144,0.0011680277682225145,0.9983509105943759,0.9995189383625984,0.001168027768222557
1,1.3657896518707275,0.0013657896779477596,0.9985120892524719,0.9998778700828552,0.0013657808303833008
2,1.1880359649658203,0.0011880360543727875,1.008109450340271,1.009297490119934,0.001188039779663086
3,0.842164158821106,0.000842164212372154,0.9632067680358887,0.9640489220619202,0.0008421540260314941
4,0.8660813570022583,0.0008660813909955323,1.0051542520523071,1.0060203075408936,0.0008660554885864258
5,0.7867641448974609,0.0007867641979828477,1.0216330289840698,1.022419810295105,0.0007867813110351562
6,0.9890228509902954,0.0009890228975564241,0.9634011387825012,0.9643901586532593,0.0009890198707580566
7,0.7817386388778687,0.0007817386649549007,0.9992182850837708,1.0,0.000781714916229248
8,0.9906725883483887,0.0009906726190820336,0.9993388056755066,1.0003294944763184,0.0009906888008117676
9,1.1883447170257568,0.0011883447878062725,1.0032150745391846,1.0044034719467163,0.0011883974075317383
10,0.9024284482002258,0.000902428466361016,0.9970919489860535,0.9979943633079529,0.0009024143218994141
11,1.0120842456817627,0.0010120843071490526,1.0319167375564575,1.0329288244247437,0.0010120868682861328
12,1.1735365390777588,0.0011735366424545646,0.9576428532600403,0.958816409111023,0.001173555850982666
13,1.161229133605957,0.001161229214631021,0.9960241913795471,0.9971854090690613,0.0011612176895141602
14,0.7591135501861572,0.0007591135799884796,0.9992409944534302,1.0000001192092896,0.000759124755859375
15,0.8158121109008789,0.0008158121490851045,0.9991841912269592,1.0,0.0008158087730407715
16,0.7328552007675171,0.0007328552310355008,0.9734297394752502,0.9741625785827637,0.0007328391075134277
17,1.237189769744873,0.0012371898628771305,1.0017942190170288,1.0030313730239868,0.0012371540069580078
18,0.977605938911438,0.0009776059305295348,0.9625585079193115,0.9635361433029175,0.000977635383605957
19,1.2995641231536865,0.0012995641445741057,0.990009069442749,0.9913086295127869,0.0012995600700378418
20,0.9016178846359253,0.000901617924682796,1.0149277448654175,1.01582932472229,0.0009015798568725586
21,0.6402667760848999,0.0006402668077498674,0.9993597269058228,1.0,0.0006402730941772461
22,0.7235113382339478,0.0007235113880597055,0.999276340007782,0.9999998807907104,0.0007235407829284668
23,0.864680290222168,0.0008646803325973451,0.9963017106056213,0.9971663951873779,0.0008646845817565918
24,1.3203270435333252,0.0013203270500525832,1.012381672859192,1.0137020349502563,0.0013203620910644531
25,0.8728718161582947,0.0008728718385100365,0.9468632936477661,0.9477361440658569,0.0008728504180908203
26,1.0959265232086182,0.001095926621928811,0.9896921515464783,0.9907881021499634,0.0010959506034851074
27,0.8217577934265137,0.0008217578288167715,1.0045958757400513,1.0054175853729248,0.0008217096328735352
28,0.5899718999862671,0.0005899719544686377,0.9994101524353027,1.0000001192092896,0.0005899667739868164
29,1.0717743635177612,0.0010717744007706642,0.9989282488822937,1.0,0.0010717511177062988
30,0.4676668345928192,0.00046766686136834323,1.0132877826690674,1.013755440711975,0.00046765804290771484
31,1.2397141456604004,0.0012397142127156258,0.9933273196220398,0.9945670366287231,0.0012397170066833496
32,0.7169463038444519,0.0007169463206082582,1.0032109022140503,1.0039278268814087,0.0007169246673583984
33,1.0867815017700195,0.0010867814999073744,1.02035653591156,1.0214433670043945,0.0010868310928344727
34,0.7431634068489075,0.0007431634585373104,1.0281486511230469,1.0288918018341064,0.0007431507110595703
35,0.5193299055099487,0.0005193299148231745,0.9994806051254272,0.9999999403953552,0.0005193352699279785
36,0.8039937019348145,0.000803993723820895,0.9991959929466248,1.0,0.0008040070533752441
37,0.488980770111084,0.000488980789668858,0.9995110034942627,1.0,0.0004889965057373047
38,1.31162691116333,0.001311626983806491,0.9894718527793884,0.9907834529876709,0.0013116002082824707
39,0.7030376195907593,0.0007030376582406461,0.9845223426818848,0.9852253794670105,0.0007030367851257324
40,0.8190294504165649,0.0008190294611267745,1.0131462812423706,1.013965368270874,0.000819087028503418
41,0.8449171185493469,0.0008449171436950564,0.9822817444801331,0.9831266403198242,0.0008448958396911621
42,0.6042182445526123,0.0006042182794772089,0.9993959069252014,1.0000001192092896,0.0006042122840881348
43,0.8168298006057739,0.0008168298518285155,0.9991831183433533,0.9999999403953552,0.0008168220520019531
44,0.7852064371109009,0.0007852065027691424,1.0020183324813843,1.0028035640716553,0.0007852315902709961
45,1.1018197536468506,0.0011018197983503342,1.0023267269134521,1.00342857837677,0.001101851463317871
46,0.6371545791625977,0.0006371546187438071,0.9889029264450073,0.9895401000976562,0.0006371736526489258
47,1.217226266860962,0.0012172263814136386,0.9778088927268982,0.9790261387825012,0.0012172460556030273
48,0.798294186592102,0.000798294204287231,0.9715201258659363,0.9723184108734131,0.0007982850074768066
49,0.7107285857200623,0.0007107286364771426,0.9992892742156982,1.0,0.0007107257843017578
50,0.6695796251296997,0.0006695796619169414,0.9993304014205933,1.0,0.0006695985794067383
51,0.5923311710357666,0.0005923312273807824,0.9636586904525757,0.9642510414123535,0.000592350959777832
52,1.078378438949585,0.0010783785255625844,1.0056980848312378,1.0067764520645142,0.0010783672332763672
53,0.7843929529190063,0.0007843929925002158,1.012000322341919,1.012784719467163,0.0007843971252441406
54,1.0197869539260864,0.0010197870433330536,0.9634051322937012,0.9644249081611633,0.0010197758674621582
55,0.7063609957695007,0.0007063610246405005,1.0016816854476929,1.0023880004882812,0.0007063150405883789
56,0.6307880878448486,0.0006307880976237357,0.999369204044342,1.0,0.000630795955657959
57,0.4747370183467865,0.00047473705490119755,0.999525249004364,1.0,0.00047475099563598633
58,0.49651986360549927,0.0004965199041180313,0.9995034337043762,0.9999999403953552,0.0004965066909790039
59,0.7059316039085388,0.0007059316267259419,1.023684024810791,1.0243899822235107,0.0007059574127197266
60,0.9762362837791443,0.0009762363042682409,0.9939747452735901,0.9949510097503662,0.000976264476776123
61,0.7275654077529907,0.0007275654352270067,1.0178946256637573,1.0186221599578857,0.000727534294128418
62,0.660008430480957,0.0006600084598176181,1.0236977338790894,1.024357795715332,0.0006600618362426758
63,0.7374850511550903,0.000737485068384558,0.9992625117301941,1.0,0.0007374882698059082
64,0.6783565878868103,0.0006783566204831004,0.9993216395378113,1.0,0.0006783604621887207
65,1.1027097702026367,0.001102709793485701,0.9939633011817932,0.9950659871101379,0.0011026859283447266
66,1.3101704120635986,0.0013101705117151141,0.9736014008522034,0.9749115705490112,0.0013101696968078613
67,0.9497271180152893,0.000949727138504386,0.990594744682312,0.9915444850921631,0.0009497404098510742
68,1.0773968696594238,0.0010773969115689397,0.9944659471511841,0.995543360710144,0.001077413558959961
69,0.9658814072608948,0.0009658814524300396,1.0105111598968506,1.011476993560791,0.0009658336639404297
70,0.7506275177001953,0.0007506275433115661,0.9992493987083435,1.0,0.0007506012916564941
71,0.8611016273498535,0.0008611016673967242,0.9991388916969299,1.0,0.0008611083030700684
72,0.7988499402999878,0.0007988499710336328,0.9992011785507202,1.0,0.0007988214492797852
