step,turnover,tc_penalty,net_return,gross_return,tc_drag
0,1.1767963130856196,0.0011767963130856196,0.9983421420495128,0.9995189383625984,0.0011767963130856485
1,0.7881613969802856,0.0007881614146754146,0.9991865754127502,0.9999747276306152,0.0007881522178649902
2,1.2051705121994019,0.001205170527100563,1.008819341659546,1.0100245475769043,0.0012052059173583984
3,0.9148467183113098,0.0009148467797785997,0.9729669094085693,0.9738817811012268,0.0009148716926574707
4,0.7945780754089355,0.0007945781107991934,1.0041865110397339,1.0049810409545898,0.000794529914855957
5,0.7179455757141113,0.0007179456297308207,1.0254822969436646,1.026200294494629,0.0007179975509643555
6,1.2725632190704346,0.0012725632404908538,0.9636329412460327,0.9649055004119873,0.0012725591659545898
7,0.5792810916900635,0.0005792811280116439,0.999420702457428,1.0,0.0005792975425720215
8,1.1491721868515015,0.0011491721961647272,0.9988508224487305,1.0,0.0011491775512695312
9,1.2605620622634888,0.001260562101379037,0.9986268877983093,0.9998874664306641,0.0012605786323547363
10,0.7139852643013,0.0007139852968975902,0.9972836971282959,0.9979977011680603,0.0007140040397644043
11,0.970553457736969,0.0009705534903332591,1.0264480113983154,1.027418613433838,0.0009706020355224609
12,1.0450931787490845,0.001045093173161149,0.9542818665504456,0.9553269743919373,0.0010451078414916992
13,1.071184515953064,0.0010711845243349671,0.9940007925033569,0.9950719475746155,0.001071155071258545
14,1.0270367860794067,0.001027036807499826,0.9989729523658752,1.0,0.0010270476341247559
15,0.6238319277763367,0.0006238319328986108,0.999050498008728,0.9996743202209473,0.0006238222122192383
16,0.7698271870613098,0.0007698272238485515,0.9767261743545532,0.9774960279464722,0.0007698535919189453
17,0.9523346424102783,0.0009523346670903265,0.9995323419570923,1.0004847049713135,0.0009523630142211914
18,1.2920024394989014,0.001292002503760159,0.9735609889030457,0.974852979183197,0.0012919902801513672
19,1.1134366989135742,0.0011134367669001222,0.9954018592834473,0.9965152740478516,0.0011134147644042969
20,0.5551126599311829,0.0005551126669161022,1.0232763290405273,1.0238314867019653,0.0005551576614379883
21,0.7646617889404297,0.0007646618178114295,0.9992353320121765,1.0,0.0007646679878234863
22,0.6184415221214294,0.0006184415542520583,0.9993814826011658,0.9999999403953552,0.0006184577941894531
23,0.9045994281768799,0.0009045994956977665,0.9985321164131165,0.9994367361068726,0.0009046196937561035
24,0.8453633785247803,0.00084536342183128,1.0212551355361938,1.0221004486083984,0.0008453130722045898
25,1.000946283340454,0.0010009463876485825,0.9540574550628662,0.9550583958625793,0.0010009407997131348
26,1.1958425045013428,0.0011958425166085362,0.9822113513946533,0.983407199382782,0.0011958479881286621
27,0.743211030960083,0.0007432110724039376,0.9975422620773315,0.9982854723930359,0.0007432103157043457
28,0.597078800201416,0.0005970788188278675,0.9994413256645203,1.0000383853912354,0.0005970597267150879
29,0.9145686626434326,0.0009145687217824161,0.9990854263305664,1.0,0.0009145736694335938
30,0.71250319480896,0.0007125032134354115,1.014611840248108,1.015324354171753,0.0007125139236450195
31,0.8456512689590454,0.000845651316922158,0.9917685985565186,0.9926142692565918,0.0008456707000732422
32,1.03851318359375,0.0010385132627561688,1.0050981044769287,1.0061366558074951,0.0010385513305664062
33,1.072801947593689,0.0010728019988164306,1.027259111404419,1.0283318758010864,0.0010727643966674805
34,0.7649767398834229,0.0007649767794646323,1.031769871711731,1.0325348377227783,0.0007649660110473633
35,0.4992246627807617,0.0004992246977053583,0.9995007514953613,1.0,0.0004992485046386719
36,0.864051342010498,0.0008640513988211751,0.9991359710693359,1.0,0.0008640289306640625
37,0.7020230889320374,0.0007020230987109244,0.9992979764938354,1.0,0.0007020235061645508
38,0.8651508688926697,0.0008651508833281696,0.9933003783226013,0.9941655397415161,0.0008651614189147949
39,0.7893708944320679,0.0007893709116615355,0.993143618106842,0.9939329624176025,0.000789344310760498
40,1.0903105735778809,0.001090310630388558,1.016151785850525,1.0172420740127563,0.0010902881622314453
41,0.9010326266288757,0.0009010326466523111,0.9746928215026855,0.9755938649177551,0.0009010434150695801
42,0.6654051542282104,0.0006654051830992103,0.9993345737457275,1.0,0.0006654262542724609
43,0.6540417075157166,0.0006540417671203613,0.9993459582328796,1.0,0.0006540417671203613
44,0.7930297255516052,0.0007930297870188951,1.0011521577835083,1.0019451379776,0.0007929801940917969
45,0.7396922707557678,0.0007396923028863966,1.0035887956619263,1.0043284893035889,0.0007396936416625977
46,1.0384820699691772,0.0010384820634499192,0.9875876307487488,0.9886261224746704,0.0010384917259216309
47,1.0913610458374023,0.0010913610458374023,0.9803282022476196,0.981419563293457,0.0010913610458374023
48,0.84943687915802,0.0008494369103573263,0.9711381793022156,0.9719876050949097,0.0008494257926940918
49,0.5768021941184998,0.000576802238356322,0.9994231462478638,0.9999999403953552,0.0005767941474914551
50,0.5511395931243896,0.0005511396448127925,0.999448835849762,1.0,0.0005511641502380371
51,0.6671048402786255,0.0006671048467978835,0.9672731161117554,0.9679402112960815,0.0006670951843261719
52,1.0994125604629517,0.0010994125623255968,1.0014588832855225,1.0025583505630493,0.0010994672775268555
53,1.1817433834075928,0.0011817434569820762,1.0139892101287842,1.015170931816101,0.0011817216873168945
54,1.3873635530471802,0.0013873636489734054,0.962666392326355,0.964053750038147,0.0013873577117919922
55,0.5332585573196411,0.0005332586006261408,0.9981407523155212,0.9986740350723267,0.0005332827568054199
56,0.5369002819061279,0.000536900304723531,0.9994630813598633,1.0,0.0005369186401367188
57,0.3162834942340851,0.00031628352007828653,0.9996837377548218,1.0,0.00031626224517822266
58,0.751363217830658,0.0007513632299378514,0.9992486238479614,1.0,0.0007513761520385742
59,0.9820643067359924,0.0009820644045248628,1.0228158235549927,1.023797869682312,0.000982046127319336
60,0.9270144701004028,0.000927014509215951,0.9920437932014465,0.9929708242416382,0.0009270310401916504
