avg_turnover,no_trade_freq,cum_return,turnovers,lambda
0.19381802605843473,0.9,0.9619851032385129,"[np.float64(1.9381802605843474), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.0)]",0.0
0.007779151452986159,1.0,0.9725639970314777,"[np.float64(0.015492914381176282), np.float64(0.009926589746111669), np.float64(0.013492681968237882), np.float64(0.00018992881519819954), np.float64(0.0011060469761907596), np.float64(0.0019459953840574237), np.float64(0.010964769742458705), np.float64(0.0055048728046704805), np.float64(0.011001841780335527), np.float64(0.008165872931424664)]",0.001
0.19375322933120168,0.9,1.0125867931812373,"[np.float64(1.9375322933120167), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.0)]",0.005
0.19380045106545912,0.9,1.06853745519689,"[np.float64(1.9380045106545911), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.0)]",0.01
0.19375065245140238,0.9,0.9235667819431408,"[np.float64(1.937506524514024), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.0)]",0.05
0.26908270386307753,0.30000000000000004,0.7772781887330387,"[np.float64(1.874775269108254), np.float64(0.12261185044896179), np.float64(0.007908913736332984), np.float64(0.0016977447122180217), np.float64(0.0011747478965002806), np.float64(0.3132517741803922), np.float64(0.3285818074837912), np.float64(0.017511660353042358), np.float64(0.0027522451122757863), np.float64(0.020561025599007243)]",0.1
0.011560313917887555,1.0,0.9843962767646943,"[np.float64(0.013082397307489557), np.float64(0.029847993773850928), np.float64(0.013121648768427103), np.float64(0.00030607129657288235), np.float64(0.002191975517324838), np.float64(0.007840817326482272), np.float64(0.012060036439091662), np.float64(0.011323558152156226), np.float64(0.013635310207328284), np.float64(0.012193330390151809)]",0.2
