Price,Close,High,Low,Open,Volume
Ticker,PEP,PEP,PEP,PEP,PEP
Date,,,,,
2015-01-02,67.28348541259766,67.92468325927395,67.00563156289437,67.63258286353849,3545700
2015-01-05,66.77761840820312,67.7180476492461,66.77049242065866,67.29057536515175,6441000
2015-01-06,66.27176666259766,67.41168533575988,66.2147750773676,67.0269635988979,6195000
2015-01-07,68.20962524414062,68.55872793687152,67.27632208416392,67.77503245158613,6526300
2015-01-08,69.44930267333984,69.75565495396538,68.87934317223389,68.92208823237901,7131600
2015-01-09,68.97908782958984,69.5846664247791,68.81522270039102,69.4991763013161,4061500
2015-01-12,68.6941146850586,69.34956439391296,68.53025497561369,69.0717105948217,4192700
2015-01-13,68.64424133300781,69.4564301701828,68.26664543587839,68.87222406913523,5371300
2015-01-14,68.87220764160156,68.96482917313233,68.0101479563794,68.0101479563794,5127800
2015-01-15,68.87220764160156,69.33529899264775,68.66559748696446,69.20705839444321,4424000
2015-01-16,69.31393432617188,69.41367642102725,68.63710675618297,68.8650948993227,4404400
2015-01-20,69.47062683105469,70.05483246691475,68.98616322310737,70.05483246691475,7029500
2015-01-21,69.39230346679688,69.97650949117568,68.82234398350886,69.12157026624367,5031100
2015-01-22,70.46096801757812,70.53221158864126,69.13581694076683,69.44929517608789,7620400
2015-01-23,70.19734954833984,70.52507427101007,69.89099735000144,70.07623495343599,4857700
2015-01-26,70.31135559082031,70.49658779032963,69.5846570263154,69.95513229640625,4298700
2015-01-27,68.90782928466797,69.85538447455558,67.8605320153749,69.57040477531038,7365300
2015-01-28,68.19538879394531,69.65590104917953,68.15264373771036,69.25693269622363,6280100
2015-01-29,68.41625213623047,68.73685639570577,67.58981683413656,68.1953954102077,4600300
2015-01-30,66.813232421875,67.91752667970957,66.6564933209658,67.76078757880036,7741500
2015-02-02,67.91754913330078,67.99591870966442,66.68501387956667,66.87025155420231,6889500
2015-02-03,68.53736114501953,68.79384235735644,68.0956477291897,68.40912053885107,5090400
2015-02-04,68.82234191894531,69.29967984644615,68.41624756583415,68.41624756583415,5064700
2015-02-05,68.8294906616211,69.27120966572464,68.6870034657364,69.27120966572464,4466200
2015-02-06,68.90071868896484,69.15007394318133,68.64423744590307,68.87934615796584,4629200
2015-02-09,68.37347412109375,69.04317540049094,68.10274104106473,68.80806681063439,4217100
2015-02-10,69.81263732910156,69.8910068860346,68.66559792548439,68.91495857147275,6797400
2015-02-11,71.5296401977539,71.78612141028438,70.6747010108069,71.28028497322045,9736400
2015-02-12,71.43701934814453,71.60088446043622,70.80294229871093,71.28028565945475,9062300
2015-02-13,70.62482452392578,71.35152304861201,70.48946337562997,71.35152304861201,5643000
2015-02-17,70.0762710571289,70.32562636202823,69.81978976193591,70.14038866315818,5877800
2015-02-18,70.7673110961914,70.88129970801631,69.93375000812706,69.99074159627185,3472500
2015-02-19,70.33271026611328,70.9596611483489,70.19734370922473,70.74593048727378,4186300
2015-02-20,70.57498931884766,70.58211530991397,69.69868266154181,69.97653652220352,3945500
2015-02-23,70.85281372070312,70.87419168501363,70.3469772760807,70.64620898552836,3075700
2015-02-24,70.94544219970703,71.22329597202535,70.63196391892252,70.8528206519097,3389900
2015-02-25,70.888427734375,71.1164104001194,70.46808690259505,71.0166683235772,3366100
2015-02-26,70.58207702636719,70.7886871709167,70.51795944816334,70.63907405290546,5722000
2015-02-27,70.51795959472656,70.79581330525859,70.51083360751056,70.68894523916113,6461700
2015-03-02,70.53219604492188,70.74593214654467,70.33983790188924,70.5179495080633,3613600
2015-03-03,70.10474395751953,70.4965863118354,69.90525978651712,70.40397021402313,4148100
2015-03-04,69.82860565185547,70.18004225194703,69.65647422127422,70.08680553370709,3884200
2015-03-05,69.73538970947266,70.16572115011165,69.72104222734004,70.07247893213308,3537200
2015-03-06,68.9751205444336,69.67799931084156,68.81016283065841,69.57041510031499,6466100
2015-03-09,68.88188171386719,69.21180260332034,68.83167648007996,68.85319222713733,4810500
2015-03-10,67.7271728515625,68.56632002902818,67.7271728515625,68.4085305484186,5390300
2015-03-11,67.15337371826172,67.87059443478599,67.02427377040897,67.74866822624722,4637300
2015-03-12,68.64523315429688,68.68109639929922,67.30402768186757,67.39009618669546,4455000
2015-03-13,67.64826202392578,68.55912998361235,67.37572010438842,68.0570776392119,4703800
2015-03-16,68.4587173461914,68.51609631857964,67.76301782583396,67.82039132626221,4687400
2015-03-17,67.51199340820312,68.34397218091021,67.46178816998533,68.0929459898212,4507400
2015-03-18,67.87776947021484,68.17183259614559,66.15643862329611,67.4115749011802,7692100
2015-03-19,67.49047088623047,67.83473925086099,67.20358149436505,67.72715504491644,4386400
2015-03-20,68.37982940673828,68.48024535435354,67.49047713438475,67.5621981210009,8810400
2015-03-23,68.74559783935547,68.93925047811393,68.37981377766894,68.47305596372274,4739400
2015-03-24,68.75281524658203,69.68520486757527,68.71695200271199,69.36245208863326,7118600
2015-03-25,68.32246398925781,69.16878486422894,68.30094823792179,69.16161112312987,4965600
2015-03-26,68.58784484863281,68.83887658567646,67.98538181243731,68.31530282825325,5077700
2015-03-27,68.8173599243164,68.96798116532091,68.26510210449595,68.3368231175689,4245600
2015-03-30,69.22615051269531,69.34090846939858,68.53045092003373,69.05401904960094,5021200
2015-03-31,68.58064270019531,69.27634215633647,68.58064270019531,69.01097400946556,4397600
2015-04-01,68.20052337646484,68.33679707975396,67.54068155246787,68.25073408564333,4241200
2015-04-02,68.630859375,68.80299083302512,67.97818582738246,67.97818582738246,3586200
2015-04-06,69.19747924804688,69.63497899071447,68.51611606646235,68.51611606646235,4861800
2015-04-07,69.00381469726562,69.47718306680198,68.9894726884739,69.3337356190816,3376600
2015-04-08,68.87469482421875,69.28351035613542,68.63084244151293,68.92490004842048,3879100
2015-04-09,69.10421752929688,69.30503846192684,68.59499145813945,68.73126515040694,3487000
2015-04-10,68.99665832519531,69.22616882736126,68.96080055820933,69.0540373187273,2704900
2015-04-13,68.51612091064453,69.05403665794505,68.48026314400165,68.86038939658012,3772900
2015-04-14,69.2046127319336,69.42695483427158,68.41567118262662,68.6164920709638,4501700
2015-04-15,69.30504608154297,69.78558819112273,69.21180934455975,69.3839408097444,3508700
2015-04-16,69.17594909667969,69.51304377316977,69.00381762407484,69.23332807820158,3699000
2015-04-17,68.71691131591797,68.939253446732,68.39416420003498,68.73842706071557,4991600
2015-04-20,69.21179962158203,69.52737849005474,69.02532070185181,69.03966818057867,4468600
2015-04-21,69.41262817382812,69.97205952251869,69.24049671391421,69.71385959666759,4184300
2015-04-22,69.77125549316406,70.02945548162747,69.34092400304566,69.74973973945241,5293600
2015-04-23,68.65955352783203,69.88600050950751,68.45872709587212,69.33373739754907,7827700
2015-04-24,68.25788879394531,68.64518860638475,67.78452600449225,68.64518860638475,5381700
2015-04-27,67.77020263671875,68.32963407416628,67.74868688481098,68.25791307715325,5348500
2015-04-28,67.71997833251953,67.97100448739708,67.43308895324815,67.94948874154468,5065900
2015-04-29,67.6913070678711,67.75585979476371,66.88802315604295,67.57655456845046,4963600
2015-04-30,68.22203063964844,68.37264632048857,67.24661011157576,67.53349946782527,6714400
2015-05-01,68.53762817382812,68.5806651492144,67.9638547309701,68.25074418837974,4622300
2015-05-04,68.8173599243164,69.03252843549778,68.32248110373932,68.45874938698915,3729400
2015-05-05,68.43722534179688,68.97514108264052,68.30812534511593,68.86755684007942,3502800
2015-05-06,68.48025512695312,68.8316918418971,68.10012344691509,68.79582860749082,3376400
2015-05-07,68.24356842041016,68.61652087359361,68.1001209599849,68.24356842041016,3157400
2015-05-08,69.24769592285156,69.2907274356666,68.53047485880116,68.78867487961631,5231600
2015-05-11,69.10421752929688,69.64213308682429,68.9392598226194,69.04683855655688,3070300
2015-05-12,68.99665832519531,69.12575832466128,68.13599531006352,68.85321631332735,4229900
2015-05-13,69.14724731445312,69.54171539916825,68.97511041410816,69.0468313866055,3739800
2015-05-14,70.28764343261719,70.28764343261719,69.38394362776307,69.45566461850623,4018500
2015-05-15,70.44541931152344,70.60320874390854,70.10832470087523,70.16570367118976,3809500
2015-05-18,70.32349395751953,70.52431488409924,70.05094658119577,70.29480447201388,3328300
2015-05-19,70.25177001953125,70.53148567326238,69.97922810542298,70.24460175186843,3323900
2015-05-20,70.0653305053711,70.5243515683079,70.0581567622732,70.2876672937416,2789800
2015-05-21,69.71385955810547,70.13702267544532,69.49869660132221,69.85730700125477,3406100
2015-05-22,69.03968811035156,69.72104580364982,69.01817235801015,69.72104580364982,3311100
2015-05-26,68.70257568359375,69.05401231579623,68.49458101132207,68.89622287669633,3806200
2015-05-27,69.12572479248047,69.26917220672557,68.64518826666793,68.84600917465171,4028200
2015-05-28,69.61346435546875,69.85014858461781,68.80300664373121,69.24768560710565,5321700
2015-05-29,69.16162109375,69.74256835141911,68.81018433668763,69.7210525969813,5731700
2015-06-01,68.83167266845703,69.27634600824527,68.59498852001245,69.27634600824527,4407000
2015-06-02,68.88906860351562,69.10423158712103,68.40135817993112,68.58783167133025,3959800
2015-06-03,68.8551025390625,69.36085658003634,68.74672509819506,69.23080475345655,3248800
2015-06-04,68.01698303222656,69.08629856089502,68.0025352805698,68.64556771924502,4793700
2015-06-05,67.22944641113281,67.90137981928514,67.12106898808153,67.82190340986784,4741200
2015-06-08,67.07772064208984,67.48955598855771,67.00547085776932,67.41007957211359,4466600
2015-06-09,67.243896484375,67.4245236915977,66.99101949672419,67.04882152598864,3411900
2015-06-10,67.69186401367188,67.97364205787683,67.28725526092944,67.46066137452151,3892000
2015-06-11,67.98089599609375,68.12540116051353,67.83639634398234,67.91587280633614,3020100
2015-06-12,67.72798919677734,67.96641847945207,67.51123981350521,67.88694205189383,3748500
2015-06-15,66.93321990966797,67.49677593479662,66.86097012660368,67.38839850404763,7203000
2015-06-16,67.5906982421875,67.70629678002179,66.88986384705846,67.02713676621765,2728700
2015-06-17,67.95195007324219,68.11089736774476,67.37394086890892,67.60514344818137,3108900
2015-06-18,68.80451202392578,69.01403471466641,68.00252685486889,68.15425303383851,4035400
2015-06-19,68.53718566894531,68.8623124262054,68.43603487725086,68.55163341962822,5463300
2015-06-22,69.07184600830078,69.2741476074095,68.63834179416708,68.63834179416708,3626700
2015-06-23,69.07184600830078,69.17299680785514,68.73949259372144,69.07907264035613,3679900
2015-06-24,68.84788513183594,69.19468637431548,68.82621074321926,68.82621074321926,4742000
2015-06-25,68.51551818847656,69.35362562012703,68.51551818847656,69.18022503294164,4426400
2015-06-26,68.57329559326172,68.96344539622864,68.51549358085799,68.71056848234144,5119600
2015-06-29,67.69186401367188,68.46494835510958,67.64128860861729,68.2048446970272,3625600
2015-06-30,67.4389877319336,68.42160041754916,67.38119120101392,68.28432745527041,4188500
2015-07-01,68.2915267944336,68.32765443800321,67.59069791500157,67.77132510824069,4808600
2015-07-02,68.39271545410156,68.62391815034943,68.06758304505148,68.34936115884396,3209600
2015-07-06,68.204833984375,68.5805361468697,67.92305598442775,67.94473036714602,4952400
2015-07-07,69.64986419677734,69.83771806807073,68.30599710272827,68.47939770806516,7724800
2015-07-08,69.07910919189453,69.56318906194457,69.0068593700272,69.15135901376186,6055100
2015-07-09,68.34212493896484,70.33625135960955,67.97364931095169,70.32902472602899,9932300
2015-07-10,69.03573608398438,69.55593792557737,68.64558056856004,68.9418063875655,7233600
2015-07-13,70.2423095703125,70.43738452965303,69.47645197187974,69.57760276743483,7263800
2015-07-14,70.17729949951172,70.43018206769493,69.88830029982758,70.37238002283554,4479400
2015-07-15,69.61372375488281,70.32900594375474,69.59204937223592,70.13393098762779,5464700
2015-07-16,70.0111083984375,70.3290085428485,69.9894340149896,70.14838133104257,4253000
2015-07-17,69.92442321777344,69.9533242405231,69.39699471143493,69.75102259358195,3573300
2015-07-20,70.3073501586914,70.4301808800229,69.93887453161585,70.14117617290587,3391800
2015-07-21,70.03277587890625,70.43015791063222,69.96774722266723,70.43015791063222,3065400
2015-07-22,70.20619201660156,70.43017353522016,69.93886723804896,70.09781457369652,3371300
2015-07-23,69.98944854736328,70.3507030459848,69.69321721258666,70.08337273257465,2742900
2015-07-24,69.49089050292969,70.0038710444115,69.425861850241,69.8449182403994,3631700
2015-07-27,69.11518859863281,69.66429127125477,68.87675939187884,69.3825133041107,4783400
2015-07-28,69.44034576416016,69.52704883524939,69.10076562611064,69.52704883524939,4937100
2015-07-29,69.7437744140625,69.91717498468583,69.39697327281586,69.49089743350666,3851100
2015-07-30,69.81602478027344,69.99665198394906,69.46922363610693,69.49089801857923,3380700
2015-07-31,69.61372375488281,70.20618076721908,69.50534632934347,70.20618076721908,5049600
2015-08-03,70.40848541259766,70.43016530849088,69.48367496413624,69.49812822806507,3711100
2015-08-04,70.66857147216797,70.80584988383913,70.21339299305833,70.30009601816177,3955000
2015-08-05,71.66566467285156,71.78126323870805,70.72640083085302,70.82032501013055,4320400
2015-08-06,71.6367416381836,72.69160372186246,71.600613996784,72.00522263370358,6224000
