Price,Close,High,Low,Open,Volume
Ticker,AVGO,AVGO,AVGO,AVGO,AVGO
Date,,,,,
2015-01-02,7.560336589813232,7.720471526131465,7.487822833078569,7.623786757272438,13500000
2015-01-05,7.439483165740967,7.615480536633275,7.432685110791635,7.55882911823969,15596000
2015-01-06,7.270283222198486,7.484048427020752,7.1894600682975245,7.474229175244214,22194000
2015-01-07,7.466676235198975,7.507465285963166,7.291433800509807,7.330712252410418,30907000
2015-01-08,7.839819431304932,7.8783429371903795,7.580733402465673,7.593574571094155,33265000
2015-01-09,7.923664093017578,7.9916460751898,7.7484224024626,7.891183700590127,23432000
2015-01-12,7.792230129241943,7.979557989309834,7.75899480839628,7.936502699810637,18692000
2015-01-13,7.748419284820557,8.110988750040473,7.684214185309343,7.839061651125536,24337000
2015-01-14,7.80960750579834,7.817161221286984,7.554298261467413,7.63738697075662,20984000
2015-01-15,7.653248310089111,7.972007713077516,7.63285342508958,7.822447624287154,18372000
2015-01-16,7.842086315155029,7.848884369570877,7.576957150404271,7.605660687148352,15375000
2015-01-20,7.921401500701904,7.949349387183721,7.748425283634604,7.8322696634421085,12840000
2015-01-21,7.95992374420166,8.073226601770294,7.863993856992644,7.880611167614017,16451000
2015-01-22,7.946325778961182,8.043766242564454,7.6683554365737665,8.005242732498541,20639000
2015-01-23,8.08077621459961,8.12005465308024,7.874564772757117,7.933482430478063,15088000
2015-01-26,8.061896324157715,8.086823009140577,7.902516239989915,8.062651263494248,9611000
2015-01-27,7.915353775024414,8.005240499380008,7.766548672843496,7.936503592519848,15242000
2015-01-28,7.9312214851379395,8.183509587188988,7.9206465692609305,8.091356543014452,23302000
2015-01-29,8.046789169311523,8.052076626296607,7.72500851222183,7.903272170989807,15842000
2015-01-30,7.771080017089844,8.061891404548694,7.751440800895001,7.9531204164204485,16938000
2015-02-02,7.736335754394531,7.817158901340325,7.490090897657197,7.799030277692507,21581000
2015-02-03,7.795254230499268,7.834532679027486,7.656269061916621,7.742379673004288,15390000
2015-02-04,7.916109085083008,7.952366328409962,7.738601165381594,7.774858408708549,16658000
2015-02-05,8.02186393737793,8.023374536738597,7.836802188996879,7.911582260065845,16585000
2015-02-06,7.911578178405762,8.090597436986364,7.875320931006717,8.027147254038034,10682000
